주소,충전소명,시설구분,기종,급속충전량,충전기타입,충전기ID
서울특별시 송파구 위례송파로5길 5,송파헤븐시티 더 테라스 (위례 A1-12BL) (서울에너지공사),아파트,완속,,AC완속,11
서울특별시 송파구 위례송파로5길 5,송파헤븐시티 더 테라스 (위례 A1-12BL) (서울에너지공사),아파트,완속,,AC완속,12
서울특별시 송파구 위례송파로5길 5,송파헤븐시티 더 테라스 (위례 A1-12BL) (서울에너지공사),아파트,완속,,AC완속,13
서울특별시 송파구 위례송파로5길 5,송파헤븐시티더테라스,아파트,완속,,AC완속,1
서울특별시 송파구 위례송파로5길 5,송파헤븐시티더테라스,아파트,완속,,AC완속,2
서울특별시 송파구 위례송파로5길 5,송파헤븐시티더테라스,아파트,완속,,AC완속,3
서울특별시 송파구 위례송파로5길 5,송파헤븐시티더테라스,아파트,완속,,AC완속,4
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,1
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,2
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,3
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,4
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,5
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,6
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,7
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,8
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,9
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,10
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,11
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,12
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,13
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,14
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,15
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,16
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,17
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,18
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,19
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,20
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,21
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,22
서울특별시 송파구 위례순환로 477,위례포레샤인23단지,아파트,완속,,AC완속,23
서울특별시 송파구 위례중앙로 43,스마트위례주유소,주유소,급속,,DC콤보,1
서울특별시 송파구 위례중앙로 43,스마트위례주유소,주유소,급속,,DC콤보,2
서울특별시 송파구 위례중앙로 43,스마트위례주유소,주유소,급속,,DC콤보,3
서울특별시 송파구 잠실동 250-5,잠실파크인수,아파트,완속,,AC완속,1
서울특별시 송파구 잠실동 40,갤러리아팰리스,아파트,급속,,DC차데모+AC3상+DC콤보,1
서울특별시 송파구 잠실동 40,갤러리아팰리스,아파트,완속,,AC완속,2
서울특별시 송파구 잠실동 40,갤러리아팰리스,아파트,완속,,AC완속,3
서울특별시 송파구 잠실동 40,갤러리아팰리스,아파트,완속,,AC완속,4
서울특별시 송파구 잠실동 84,아시아공원 공영주차장,공영주차장,급속,급속(50kW),DC차데모+AC3상+DC콤보,1
서울특별시 송파구 잠실동 84,아시아공원 공영주차장,공영주차장,급속,급속(50kW),DC차데모+AC3상+DC콤보,2
서울특별시 송파구 잠실동 84,아시아공원 공영주차장,공영주차장,급속,급속(50kW),DC차데모+AC3상+DC콤보,3
서울특별시 송파구 잠실동 잠실로 88,레이크팰리스,아파트,급속,,DC차데모+AC3상+DC콤보,1
서울특별시 송파구 잠실동 잠실로 88,레이크팰리스,아파트,급속,,DC차데모+AC3상+DC콤보,2
서울특별시 송파구 잠실동 잠실로 88,레이크팰리스,아파트,완속,,AC완속,3
서울특별시 송파구 잠실동 잠실로 88,레이크팰리스,아파트,완속,,AC완속,4
서울특별시 송파구 잠실동 잠실로 88,레이크팰리스,아파트,완속,,AC완속,5
서울특별시 송파구 잠실동 잠실로 88,레이크팰리스,아파트,완속,,AC완속,6
서울특별시 송파구 잠실동 잠실로 88,레이크팰리스,아파트,완속,,AC완속,7
서울특별시 송파구 잠실동 잠실로 88,레이크팰리스,아파트,완속,,AC완속,8
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,1
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,2
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,3
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,4
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,5
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,6
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,7
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,8
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,9
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,10
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,11
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,12
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,13
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,14
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,15
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,16
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,17
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,18
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,19
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),완속,,AC완속,20
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),급속,,DC차데모+DC콤보,21
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),급속,,DC차데모+DC콤보,22
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),급속,,DC차데모+DC콤보,23
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),급속,,DC차데모+DC콤보,24
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),급속,,DC차데모+DC콤보,25
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),급속,,DC차데모+DC콤보,26
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),급속,,DC차데모+DC콤보,27
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),급속,,DC차데모+DC콤보,28
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),급속,,DC차데모+DC콤보,29
서울특별시 송파구 잠실로 209,서울시 송파구 케이티송파타워,사업장(사옥),급속,,DC차데모+DC콤보,30
서울특별시 송파구 잠실로 62,서울송파_트리지움,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 62,서울송파_트리지움,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 62,서울송파_트리지움,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 62,서울송파_트리지움,아파트,완속,,AC완속,4
서울특별시 송파구 잠실로 62,서울송파_트리지움,아파트,완속,,AC완속,5
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,4
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,5
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,6
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,7
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,8
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,9
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,10
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,11
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,12
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,13
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,14
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,15
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,16
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,17
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,18
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,19
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,20
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,21
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,22
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,23
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,24
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,25
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,26
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,27
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,28
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,29
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,30
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,31
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,32
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,33
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,34
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,35
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,36
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,37
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,38
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,39
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,40
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,41
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,42
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,43
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,44
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,45
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,46
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,47
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,48
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,49
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,50
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,51
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,52
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,53
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,54
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,55
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,56
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,57
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,58
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,59
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,60
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,61
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,62
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,63
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,64
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,65
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,66
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,67
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,68
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,69
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,70
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,71
서울특별시 송파구 잠실로 62,트리지움 아파트,아파트,완속,,AC완속,72
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,4
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,5
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,6
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,7
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,8
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,9
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,10
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,11
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,12
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,13
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,14
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,15
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,16
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,17
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,18
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,19
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,20
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,21
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,22
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,23
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,24
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,25
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,26
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,27
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,28
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,29
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,30
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,31
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,32
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,33
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,34
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,35
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,36
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,37
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,38
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,39
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,40
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,41
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,42
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,43
서울특별시 송파구 잠실로 88,레이크팰리스 (서울에너지공사),아파트,완속,,AC완속,44
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 103동 지하1층 8번 기둥,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 103동 지하1층 8번 기둥,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 103동 지하1층 8번 기둥,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 103동 지하1층 8번 기둥,아파트,완속,,AC완속,4
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 105동 지하1층 25번 기둥,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 105동 지하1층 25번 기둥,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 105동 지하1층 25번 기둥,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 105동 지하1층 25번 기둥,아파트,완속,,AC완속,4
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 108동 지하1층 22번 기둥,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 108동 지하1층 22번 기둥,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 108동 지하1층 22번 기둥,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 108동 지하1층 22번 기둥,아파트,완속,,AC완속,4
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 114동 지하1층 34라인 옆,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 114동 지하1층 34라인 옆,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 114동 지하1층 34라인 옆,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 114동 지하1층 34라인 옆,아파트,완속,,AC완속,4
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 119동 지하1층 102번 기둥 옆,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 119동 지하1층 102번 기둥 옆,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 119동 지하1층 102번 기둥 옆,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 119동 지하1층 102번 기둥 옆,아파트,완속,,AC완속,4
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 122동 지하1층 1-2라인 앞,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 122동 지하1층 1-2라인 앞,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 122동 지하1층 1-2라인 앞,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 124동 지하1층 95번 기둥,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 124동 지하1층 95번 기둥,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 124동 지하1층 95번 기둥,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 126동 지하1층 86번 기둥,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 126동 지하1층 86번 기둥,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 126동 지하1층 86번 기둥,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 129동 지하1층 25번 기둥 앞,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 129동 지하1층 25번 기둥 앞,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 129동 지하1층 25번 기둥 앞,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 133동 지하1층 69번기둥,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 133동 지하1층 69번기둥,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 133동 지하1층 69번기둥,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 133동 지하1층 69번기둥,아파트,완속,,AC완속,4
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 134-135동 지하1층 150번기둥,아파트,완속,,AC완속,1
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 134-135동 지하1층 150번기둥,아파트,완속,,AC완속,2
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 134-135동 지하1층 150번기둥,아파트,완속,,AC완속,3
서울특별시 송파구 잠실로 88,레이크팰리스입주자대표회의 134-135동 지하1층 150번기둥,아파트,완속,,AC완속,4
서울특별시 송파구 장지동 380-1,위례 포레샤인 23단지,아파트,급속,,DC차데모+AC3상+DC콤보,1
서울특별시 송파구 장지동 380-1,위례 포레샤인 23단지,아파트,급속,,DC차데모+AC3상+DC콤보,2
서울특별시 송파구 장지동 380-1,위례 포레샤인 23단지,아파트,완속,,AC완속,3
서울특별시 송파구 장지동 380-1,위례 포레샤인 23단지,아파트,완속,,AC완속,4
서울특별시 송파구 장지동 380-1,위례 포레샤인 23단지,아파트,완속,,AC완속,5
서울특별시 송파구 장지동 380-1,위례 포레샤인 23단지,아파트,완속,,AC완속,6
서울특별시 송파구 장지동 380-1,위례 포레샤인 23단지,아파트,완속,,AC완속,7
서울특별시 송파구 장지동 380-1,위례 포레샤인 23단지,아파트,완속,,AC완속,8
서울특별시 송파구 장지동 516,송파꿈에그린(위례24단지),아파트,급속,,DC차데모+AC3상+DC콤보,1
서울특별시 송파구 장지동 516,송파꿈에그린(위례24단지),아파트,급속,,DC차데모+AC3상+DC콤보,2
서울특별시 송파구 장지동 516,송파꿈에그린(위례24단지),아파트,완속,,AC완속,3
서울특별시 송파구 장지동 516,송파꿈에그린(위례24단지),아파트,완속,,AC완속,4
서울특별시 송파구 장지동 516,송파꿈에그린(위례24단지),아파트,완속,,AC완속,5
서울특별시 송파구 장지동 516,송파꿈에그린(위례24단지),아파트,완속,,AC완속,6
서울특별시 송파구 장지동 516,송파꿈에그린(위례24단지),아파트,완속,,AC완속,7
서울특별시 송파구 장지동 833,송파파인타운1단지아파트,아파트,완속,,AC완속,1
서울특별시 송파구 장지동 833,송파파인타운1단지아파트,아파트,완속,,AC완속,2
서울특별시 송파구 장지동 879,송파더센트레,아파트,급속,,DC차데모+AC3상+DC콤보,1
서울특별시 송파구 장지동 879,송파더센트레,아파트,완속,,AC완속,2
서울특별시 송파구 장지동 879,송파더센트레,아파트,완속,,AC완속,3
서울특별시 송파구 장지동 879,송파더센트레,아파트,완속,,AC완속,4
서울특별시 송파구 장지동 송파대로8길 20,송파파인타운10단지,아파트,완속,,AC완속,2
서울특별시 송파구 장지동 송파대로8길 20,송파파인타운10단지,아파트,완속,,AC완속,3
서울특별시 송파구 장지동 위례광장로 185,위례송파푸르지오 아파트,아파트,급속,,DC차데모+AC3상+DC콤보,1
서울특별시 송파구 장지동 위례광장로 215,위례스타힐스,아파트,급속,,DC차데모+AC3상+DC콤보,1
서울특별시 송파구 장지동 위례광장로 215,위례스타힐스,아파트,완속,,AC완속,2
서울특별시 송파구 장지동 위례광장로 215,위례스타힐스,아파트,완속,,AC완속,3
서울특별시 송파구 장지동 위례광장로 215,위례스타힐스,아파트,완속,,AC완속,4
서울특별시 송파구 장지동 위례광장로 270 ,송파와이즈더샵,아파트,완속,,AC완속,1
서울특별시 송파구 장지동 위례광장로 270 ,송파와이즈더샵,아파트,완속,,AC완속,2
서울특별시 송파구 장지동 충민로4길 5,송파파인타운5단지,아파트,급속,,DC차데모+AC3상+DC콤보,1
서울특별시 송파구 장지동 충민로4길 5,송파파인타운5단지,아파트,완속,,AC완속,2
서울특별시 송파구 장지동 충민로4길 5,송파파인타운5단지,아파트,완속,,AC완속,3
서울특별시 송파구 정의로 30,서울동부지방검찰청,관공서,완속,,AC완속,1
서울특별시 송파구 정의로 30,서울동부지방검찰청,관공서,완속,,AC완속,2
서울특별시 송파구 정의로7길 13,힐스테이트에코송파,아파트,완속,,AC완속,1
서울특별시 송파구 정의로7길 13,힐스테이트에코송파,아파트,완속,,AC완속,2
서울특별시 송파구 정의로7길 13,힐스테이트에코송파,아파트,완속,,AC완속,3
서울특별시 송파구 정의로7길 13,힐스테이트에코송파,아파트,완속,,AC완속,4
서울특별시 송파구 정의로7길 13,힐스테이트에코송파,아파트,완속,,AC완속,5
서울특별시 송파구 정의로7길 13,힐스테이트에코송파,아파트,완속,,AC완속,6
서울특별시 송파구 정의로7길 13,힐스테이트에코송파,아파트,완속,,AC완속,7
서울특별시 송파구 정의로7길 13,힐스테이트에코송파,아파트,완속,,AC완속,8
서울특별시 송파구 정의로7길 13,힐스테이트에코송파,아파트,완속,,AC완속,9
서울특별시 송파구 중대로 101,서울송파 동부썬빌,아파트,완속,,AC완속,1
서울특별시 송파구 중대로 121,송파롯데캐슬파인힐,아파트,완속,,AC완속,1
